80,千钧一发,约翰·巴德姆,韦斯顿（约翰尼·德普 Johnny Depp 饰）的前妻去世了，带着小女儿琳恩（Courtney Chase 饰），悲伤的父女二人远赴洛杉矶，准备参加前妻的葬礼。令韦斯顿没有想到的是，刚刚抵达目的地，他和女儿便遭到了绑架。绑架他们的一男一女分别名叫史密斯（克里斯托弗·沃肯 Christopher Walken 饰）和琼斯（罗马·玛菲娅 Roma Maffia 饰）。绑匪告诉韦斯顿，在七十分钟的时限内，韦斯顿必须杀掉加州州长格兰特（玛莎·马森 Marsha Mason 饰），否则的话，他的女儿将性命不保。一边是无辜的州长，一边是心爱的女儿，韦斯顿会做出怎样的选择？随着事件的发展，韦斯顿惊讶的发现，策划这整起时间的罪魁祸首不是别人，竟是州长最信任的手下。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
81,致命化身,斯蒂芬·弗雷尔斯,根据著名《化身博士》的故事改编，经由博士家中女佣玛丽的观点来诠释。茱莉亚以朴素的女仆装贯穿全场，变色龙约翰马可维奇饰演身心交战疲累的化身博士。  童年時期經常被父親虐待的瑪莉，在母親安排下，成為名流人士家中的女傭，以躲避家暴危害。從十二歲起開始幫傭的她，自從成為傑高博士的身邊忠心女僕後，第一次感到身心上的「安全感」。就在此時，傑高博士突然宣佈他的助手艾伍德將進駐研究室，協助他的實驗進行。面對傑高博士的仁慈寬厚與艾伍德的致命吸引力，瑪莉身陷其中不可自拔。此時，殺人命案緊接發生，瑪莉明瞭該是自己面對悲慘童年陰影，以及慾望所帶來危險的時分...,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
82,布鲁克林吸血鬼,Charlie Murphy,恐怖的吸血鬼一直是影坛极爱采用的题材，但是这个题材交到搞笑见长的艾迪墨菲手上，却有不一样的新意。＂我＂片中墨菲饰演能随意幻化外貌的吸血鬼麦克斯，为了繁衍下一代，他来到世界之都－纽约，找寻合适的对象。女警丽塔是麦克斯看中的对象，他使出混身解数展开追求，但却遭到百般阻挠···。本片中墨菲变换了数种面貌、造型变化多端，令观众时时刻刻都有惊奇，而吸血鬼题材向来所见的惊悚感，配上本片刻意营造的喜剧特色，综合出一般又惊又喜的感受。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fodPA5x3REtOwColG17CucreZqM.jpg
83,美丽女孩,泰德·戴米,　已情有所属的汤米仍不能忘情旧爱，偷偷摸摸的结果是鸡飞蛋打；保罗迷念模特型的情人，不满已深爱他七年的女友，到头来痛失所爱；莫文虽然已为人夫父，但还经常无视妻儿的存在去惹事生非；音乐家威利也无法确认自己对特雷西的感情，故此影响到他对未来人生的规划。回到故乡小镇后先后认识了十三岁的少女马蒂和酒吧女郎安吉拉，前者的狡黠令他迷惘，后者的开朗使他省悟。全片探讨的是男女之间的彼此认知以及他们对“承诺”所抱的不同态度。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
84,断箭,吴宇森,狄坚上尉是美国空军一名十分出色的机师，他英勇善战，屡获殊荣，却始终得不到升职。他的好友希尔中尉是他的副手， 但在拳台上， 希尔每次打赌均输给狄坚。在一次执行飞行任务时，狄坚计划劫持隐型战机上的两枚核导弹，他将希尔打出了机舱，投下核弹，飞机在自然公园坠毁。 希尔的降落伞救了他一命，但他却遭到公园巡警泰莉的拘捕，经过打斗与说服，他终于让泰莉相信了他。狄坚早已有内应和接应，他成功地找到了两枚核弹。希尔和泰莉击毁了直升机，并机智地劫持了运载核弹的汽车，将核弹藏到了一个废铜矿之中。但在慌乱之中，核弹被启动了。狄坚一伙赶到，抢走了另一枚核弹，却将希尔他们关在矿井下，试图让他们被核弹炸死。希尔和泰莉从地下河逃出矿井。地下核爆产生了巨大破坏力， 白宫与国防部震惊之余，不得不答应狄坚要求巨款的威胁。 希尔与泰莉分头追踪狄坚，泰莉跟上了狄坚的火车， 却被抓住。千钧一发之际，希尔找到了政府，并驾直升机前来营救。但政府的军队并未能阻止狄坚，反以失败告终，希尔只能孤军奋战。他与泰莉破坏了狄坚出逃的直升机，在无路可走的情况下，狄坚困兽犹斗，孤注一掷。他启动了核爆密码，妄图同归于尽。希尔赶到，两人再次打赌，只要希尔赢了他就可以关掉启动装置。斗智与斗勇之后，希尔最终取胜，在两列火车即将相撞之际，他关闭了启动装置，并逃出了车厢，而狄坚则得到了应有的下场。 在一片狼藉之中，核弹安然无事，劫后余生的希尔和泰莉紧紧地拥抱在一起。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/mAdmFfGCuBQ9sKweoD22VZm5oTq.jpg
85,演艺事业,肯尼思·布拉纳,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg
86,怒火青春,马蒂厄·卡索维茨,影片以1993年在巴黎18区发生的一起警察暴力的真实事件为背景：一名警察在巡逻期间枪杀了一名17岁的扎伊尔少年Makomé M'Bowolé。而在影片当中，巴黎街头，一群反政府青年。纠纷由其中一人被警察殴打重伤而起，众人怀恨在心。文兹（文森特·卡塞尔 Vincent Cassel饰）弄到一把真枪，决心还以颜色。他们的仇恨与愤怒随处可见，这场与警察之间的大规模冲突，一触即发。混战中，文兹被警察开枪打死，他的同党也颤抖着对准了警察的头，枪声响起……无论是警察还是街头混混，每个人都失去了控制。这青春期里的不安与躁动，就像失控的怒火一般，无人幸免。 导演马修·卡索维茨荣获第48届戛纳电影节(1995)主竞赛单元最佳导演奖。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/a6DGCZC2fHNr07tyRumM30ALEKE.jpg
87,Heidi Fleiss: Hollywood Madam,Nick Broomfield,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
88,市政厅,Harold Becker,　　纽约市市长约翰（阿尔·帕西诺 Al Pacino 饰）为人成熟老练，处事圆滑，是政坛当中的一把好手。副市长凯文（约翰·库萨克 John Cusack 饰）尽管资历尚欠，但凭借着一腔热血和年轻气盛，亦将自己的事业经营得风生水起，在这一老一少两人的完美配合之下，纽约这座繁华的城市每日都显得如此生机勃勃。  　　某日，发生了一起意外事件。在警方和毒贩的交火中，一名无辜的黑人男孩不幸中弹丧生。这起敏感的事件在城市里掀起了轩然大波，各路媒体争相报道，支持和反对的声音层出不穷，各占风头。凯文决心调查这起事故的真相，却发现其中的种种黑幕和约翰有着千丝万缕的关联。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg
89,瓶装火箭,韦斯·安德森,梦想成为了不起的罪犯的迪格南（欧文•威尔逊 Owen Wilson 饰）找来刚结束了精神病院治疗生活的好友安东尼（卢克•威尔逊 Luke Wilson 饰），以及能够充当司机的大麻爱好者鲍勃（Robert Musgrave 饰）组成了一个仓促上马的犯罪团伙。先用偷窃安东尼家来热身的这伙准罪犯们苦练枪法、设计路线，终于成功打劫了一家书店，兴高采烈进入罪犯行列的迪格南等人驾车逃窜，躲入了一家汽车旅馆，安东尼对旅馆的乌拉圭女服务员一见钟情，而鲍勃却因自己兄弟入狱的消息心神不定。在安东尼和服务员的恋情如火如荼之时，鲍勃丢下二人返家，迪格南和安东尼也终于散伙，各自回归了平静生活。然而迪格南仍然没有放弃犯罪之梦，他向自己的偶像——黑道人物亨利求助……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
90,二见钟情之新好男人,尼克·卡斯尔,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
91,叠影追凶,约翰·达尔,　　西雅图发生一宗商店杀人案，曾被告谋杀亲妻的法医大卫前往勘验。 无意中却在凶案现场发现与妻子遭谋害时的相同线索，于是他决定展开调查。 然而调查工作始终毫无展获，直到他在募款晚会中结识一位美丽的神经学教授玛莎。 玛莎正研究某种特殊配方药剂，可将老鼠的记忆力进行移植。 这使得大卫突发其想，偷走药剂并将死者的记忆力注入自己体内进行人体试验，好一睹凶案经过，找出凶嫌破案。  　　就在大卫一心想帮助警方破案的同时，凶嫌却在与警方对峙时中枪身亡。 失去唯一线索的大卫，只能借用已死凶嫌的记忆找出下一步线索。 原以为到此即将结束的凶案及往日冤屈，却在大卫亲身体验已死凶嫌的记忆过程中全面翻转。 他发现了攸关自身的天大谎言…,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
92,高尔夫球也疯狂,丹尼斯·杜根,Happy Gilmore是一名狂热的冰球爱好者，从小由奶奶抚养大。由于他实在离一个冰球运动员的要求实在太远——他有严重的暴力倾向，而且最要命是他不会滑冰——Gilmore被教练赶出了冰球队，与此同时女朋友也离他而去，而Gilmore的奶奶因为无法承受高额税款，住了几十年的老房子被收回作抵押。一个偶然的机会，Gilmore发现自己在高尔夫球方面天赋异禀，在业余组比赛[1]  一鸣惊人后，Gilmore有机会参加有巨额奖金的大师赛，与此同时，Gilmore的火爆性格和球风也为他赢得了fans，爱情以及一位退休老球手的指点，自然也使一些对手产生了嫉恨……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
93,廊桥遗梦,克林特·伊斯特伍德,　　弗朗西斯卡（Meryl Streep 饰）的子女翻看母亲的旧信，揭开了母亲生前不为人知的一段动人感情。1965年的一天，弗朗西斯卡独自在家，最后一个牛仔——摄影记者罗伯特•金凯（Clint Eastwood 饰）把车停在她门口，向她打听曼迪逊桥的所在。她带他来到桥边，完成工作 后他送她一把野菊花表示谢意。她的心中荡漾起难以言喻的滋味。她将一张纸条订在桥头，邀请他共进晚餐。欣然前来的他与她度过了美妙的一晚。此后2天二人整天厮守。 　　但是弗朗西斯卡割舍不下孩子和世俗的幸福，罗伯特最终独自上路。几年后二人在超市门口有过短暂的一瞥，当时弗朗西斯卡强忍奔上前去的冲动，漫天的雨成了他们诀别的泪。 　　1982年3月，她知道了罗伯特的死讯。在生命的最后旅程，她立下遗嘱：要子女们将自己的骨灰撒在曼迪逊桥畔，生前她把所有的时光都留给了家庭，但求死后能永远依偎在爱人的身边。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/lBTBXbeJpZ2J0eZRYLqOW56qc0i.jpg
94,情来自有方,Doris Dörrie,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
95,布偶金银岛历险记,布莱恩·汉森,多年前，海盗头子弗林特带领15名海盗将获得的许多金银财宝运到了一个未名小岛，但船只离开时，只有弗林特在，其他的人都被灭口。其实幸存并将藏宝地点画了地图的伯恩斯还在。他是一家酒馆的常客，和这里的侍应生吉姆·霍金斯关系很好，吉姆有两个忠实的伙伴利佐和刚佐。这天晚上，伯恩斯得到了瞎眼皮尤送给他的“黑记号”，那是海盗的处死令，他知道自己时间不多，于是把地图教给了吉姆并告诉他要小心一个只有一条腿的家伙。转瞬之间，海盗们攻来，酒馆一片火海，吉姆和两个伙伴带着地图逃了出来，他们决定去金银岛寻找弗林特留下的宝藏。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg
96,Catwalk,Robert Leacock,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
97,勇敢的心,兰道尔·华莱士,威廉·华莱士童年时，其父、苏格兰民族英雄马索·华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔·吉布森 饰）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲·玛索 饰）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tlqKnMWWdnKVDX55PYwVlfUEMfN.jpg
98,出租车司机,马丁·斯科塞斯,特拉维斯从越战中退伍回来后一直在纽约以开出租车为生。战争后的他多少有些失落，加上开出租车目睹了纽约夜幕下的种种罪恶，另他变得愤世嫉俗、痛恨社会。在追求总统候选人帕兰坦竞选办公室的秘书贝西失败后，特拉维斯决定去刺杀帕兰坦以证明自己。在准备刺杀行动的过程中，特拉维斯遇上了被逼卖淫的雏妓艾瑞斯。在企图救艾瑞斯出火坑未果后，特拉维斯手持武器闯进淫窝，将里面的一干人等通通干掉了！本以为即将收到法律的惩罚，然而媒体却将特拉维斯描述成了一个拯救少女的英雄……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg
99,红番区,唐季礼,货车司机黄家驹（成龙）赴美向移居美国的骠叔祝贺新婚之喜，知晓其打算婚后与黑人妻子过安静的晚年生活，经营多年的超级市场也已卖给了年轻寡妇Elaine（梅艳芳）经营。由于一见面就对Elaine有好感，黄家驹主动协助Elaine打点起业务来。不久，以Johnny为首的一帮朋克党开始恶意捣乱破坏超市，面对他们，黄家驹面无惧色勇敢地用起了自己的拳头，同时不忘晓他们以人生大义，然而这波未平那波又起，黄家驹又被卷入了钻石赃物被盗的漩涡，受到了黑手党的追杀。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9t2lM6DTUtZX5UuypNR4eY7Itsv.jpg
100,天伦劫,Rosellen Brown,青少年犯罪时有所闻，当事人犹在浑浑噩噩不知死活之际，他们的家长却承受了最严重的内心煎熬，真是可怜天下父母心。这部由利亚姆．尼森与梅丽尔．斯特里普主演的伦理片正是探讨此一主题。故事发生于美国新英格兰小镇，素来受到镇民尊重的莱恩夫妇突然饱受指责，因为他们的长子杰可卷入了一宗凶杀案，死者是他的女友，而他在事发后神秘失踪，诸多证据对他不利。父母不相信杰可是杀人凶手，但两人的不同个性却导致他们在处理这件事时产生很大歧见，整个家庭陷入崩溃边缘。导演巴施罗德以冷静态度观察典型白人美国家庭在面临变故时的反应，平淡中见戏剧张力。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
101,安妮·弗兰克回忆,Jon Blair,这部纪录片讲述了弗兰克家庭的故事，讲述了他们傲慢而自由的女儿安妮的第一个完整的故事，也许是世界上最著名的大屠杀受害者。  第68届奥斯卡金像奖最佳纪录片。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
102,The Young Poisoner's Handbook,Benjamin Ross,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
103,If Lucy Fell,Eric Schaeffer,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
104,Steal Big Steal Little,安德鲁·戴维斯,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
105,圣文森男孩,John N. Smith,"影片是根据实际情况改编。在加拿大的圣文森特孤儿院，许多男孩遭受着身体，情感的虐待。教会的神父对孩子们进行虐待。终于招致警方的调查开始，宗教团体和政治团体开始介入.  这部电影是根据真实事件,但是它说它不是所有关于一个特定的事件。它文档圣文森特的孤儿院在加拿大,那里的许多孩子遭受身体、情感和X的待的兄弟谁运行设备。当故事浮出水面和警方调查开始,宗教和政治团体工作的故事来保持沉默到公众。电影包含X主题,X虐待,和L体。",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
106,情场杀手,Reginald Hudlin,担当某广告公司主管职务的马科尔斯（Eddie Murphy 艾迪•墨菲 饰）是一位英俊潇洒、事业爱情双得意的黑人男子。他的风度翩翩和温文尔雅是无数妙龄女郎投怀送抱，也正因为如此，马科尔斯与每位女郎的爱情犹如暴风骤雨一般来的激烈，却很快无影无踪。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
107,重庆森林,王家卫,编号为223的警察失恋后患上失恋综合症，在与金发女杀手擦肩而过又离奇相遇并有了一晚温情后，原本以为包括“爱情”在内的所有东西都有保质期的他意外地迎来心灵的短暂温暖。可是，他们的爱情还是结束了。快餐店新来的女招待阿菲爱上了时常光顾快餐店的编号为633的警察，因拆了他的女友留在快餐店给他的“分手” 信，阿菲知晓了他的心情，偷拿到他的钥匙趁他不在时常潜入他家，一边梦游一边悄悄地改变他的生活，终在被他撞见时令其感受到情感的回归。然而，这才是他们爱情的开始。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ejkczWHjQoNAPUmTU26tU3aRkr8.jpg
108,与灾难调情,大卫·欧文·罗素,梅尔（本·斯蒂勒 Ben Stiller 饰）是一名昆虫学家，他和妻子南希（帕特丽夏·阿奎特 Patricia Arquette 饰）之间的感情十分恩爱，最近，南希刚刚诞下了两人爱情的结晶，让整个家庭都笼罩在喜悦之中。然而，这个孩子的降生让梅尔开始思考起了自己的人生，梅尔自幼失去了父母，由养父母抚养长大，梅尔希望能够在有生之年里见一见自己的亲生父母。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
109,大魔域3：飞进未来,Michael Ende,巴司汀的父亲即将再婚，而他与新姐姐妮可又不合；学校里更有个叫奈提司的小鬼帮派老是找他麻烦，为躲避帮派追逐，巴司汀只好躲到图书馆去，发现了一本充满神奇魔幻的故事书──大魔域，他带著书逃到一间秘室，突然消失无踪。帮派头头＂斯利＂在翻阅这本书后，竟拥有一股神奇力量，从此邪恶势力进驻奇幻王国统御一切……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
110,Jupiter's Wife,Michel Negroponte,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
111,Pie in the Sky,布莱恩·戈登,A young man obsessed with traffic patterns attempts to reunite with his first love.,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
112,玉焰,威廉·弗莱德金,警方人员发现一具被挂在墙上血肉模糊的男性尸体，从他的穿着可知此人属有钱人家；探长在房间内仔细地逐一细看下，终于发现房内摆放着精致的细小纸盒，每一个盒内载着一小撮女人之物，而其中一个放着的是一张列满女人名字的纸条，“玉”是其中一个名字，由于名字是以中国字书写的，因此引起探长的注目，案件亦由此开始逐步揭开……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/XPKzYFwlbC5QrSlWDF09IoxIBl.jpg
113,潜水艇老爷子,休·威尔逊,海军上校达吉（凯尔希·格兰莫 Kelsey Grammer 饰）生性狂放不羁，因为屡犯军纪而被贬职，成为了即将报废的潜水艇“刺鱼一号”的舰长。尽管潜水艇上的船员们尽是一些乌合之众，但达吉却和他们颇为“臭味相投”，之后调来的美丽女上尉雷科（罗伦·荷莉 Lauren Holly 饰）更是让达吉觉得自己来对了地方。  　　在一次军事演习中，达吉率领刺鱼一号完成了一次根本不可能完成的任务，将军格兰（布鲁斯·邓恩 Bruce Dern 饰）是达吉的宿敌，心生妒忌的他再次给达吉出了难题。然而，让格兰没有想到的是，达吉凭借着勇气和幸运再一次侥幸完成任务，但这并没能让格兰回心转意，他甚至企图夺走达吉身为舰长的权利。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
114,Man of the Year,Dirk Shafer,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
115,因为你爱过我,Jon Avnet,塔莉（米歇尔·菲佛 Michelle Pfeiffer 饰）是个平凡的女侍应，但她心里一直有个当播音员的梦想。她多么想她的梦想能够实现，于是她把自己曾经的拉拉队表演的录影带寄到电视台，她本以为对方不会对她感兴趣的，但仍愿意尝试。  　　事情却超乎了她的想象，她不仅得到了电视台的录用，并得到资深记者沃伦（罗伯特·雷德福 Robert Redford 饰）的指导。第一次播报天气新闻的时候塔莉表现得不如人意，但她得到了沃伦的鼓励，而且非常用心得向沃伦学习。终于，两人在多时相处的时光中，爱上了彼此。塔莉对记者这份工作慢慢的上手了，她得到沃伦的帮助，事业发展得十分顺利。但世事难料，结婚后的沃伦到了巴拿马，却在采访中不幸中枪……,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
116,鸟笼,迈克·尼科尔斯,　　故事发生在一间名为“鸟笼”的夜总会中，艾伯特（内森·连恩 Nathan Lane 饰）是其中的当家花旦，不仅如此，他和夜总会的老板阿曼德（罗宾·威廉姆斯 Robin Williams 饰）还是出双入对的同性情人。  　　某日，阿曼德同前妻所生的儿子瓦尔（丹·福特曼 Dan Futterman 饰）找到了老爸，喜滋滋的告诉他他即将带着未婚妻芭芭拉（卡莉斯塔·弗洛克哈特 Calista Flockhart 饰）前来造访。阿曼德在感到欣喜的同时亦十分紧张，因为芭芭拉的父母凯文（吉恩·哈克曼 Gene Hackman 饰）和路易斯（黛安娜·维斯特 Dianne Wiest 饰）是保守派人士，如果让他们知道了自己同艾伯特之间的关系，儿子的婚事可能就要岌岌可危了。于是，阿曼德开始劝说艾伯特，让他假扮成为一个正常人，表面上答应了阿曼德的请求，艾伯特的内心里却十分郁闷。 ©豆瓣,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
117,麦克马伦兄弟,爱德华·伯恩斯,麦克马伦三兄弟，帕特里克、杰克和巴里，出身于爱尔兰天主教家庭，所以，他们一旦结婚就不能离婚。作为老小的帕特里克眼下就与一个犹太女孩订了婚，但他却不肯定这是最佳选择，因为母亲在参加完父亲的葬礼，回爱尔兰寻找她的真爱之前，曾给三兄弟一句忠告：别犯同样的错误。已婚的老大杰克，给人的感觉是家庭美满，但却有婚外情发生。老二巴里有鉴于此，决心不做任何爱情的承诺，可命运却偏偏开他的玩笑，让他碰上一个令其心旌飘摇，唯有通过婚姻才能得到的美女。兄弟三人在位于长岛的老家聚首，彼此探讨什么是真正的爱情以及家庭基本的价值观。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
118,绝地战警,迈克尔·贝,迈阿密警局的一对“黄金”搭档，顾家爱妻的好男人宾纳（马丁·劳伦斯 饰）和衣着光鲜风流倜傥的富家子弟劳瑞（威尔·史密斯 饰），奉命追查一桩价值上亿美元的毒品证物失窃案，如果不能及时完成任务，他俩就得卷铺盖走人。在两人疲于奔命之际，该案件唯一的性感女证人打电话到警局声称她愿意指认主谋，但条件是劳瑞必须出面保护她，否则一切免谈，此时劳瑞刚好不在警局，宾纳为套取线索，急中生智冒名顶替。其后，为了不失去女证人的信任，两人只得将对调身份一事进行到底，宾纳在枪林弹雨及汽车追逐中贴身保护女证人，劳瑞则来到他家中陪伴其妻。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/qNb5pQARESaa2O2HGqlILEiWUr9.jpg
119,小猫熊历险记,Christopher Cain,　　瑞恩（Ryan Slater 饰）的爸爸迈克尔（史蒂芬·朗 Stephen Lang 饰）在中国四川大熊猫保护区工作，从小，瑞恩就对爸爸的工作和神秘的熊猫充满了向往和憧憬。暑假来临，这一次，瑞恩终于有机会能够亲临迈克尔的工作场所，这让她感到格外兴奋。,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
